Fecha,IF_Score_Raw,IF_Score_Norm,AE_Error_Raw,AE_Error_Norm,Score_Raw,EWS_Score,EWS_Umbral,EWS_Umbral_Hi,EWS_Umbral_Lo,Alerta,Nivel_Alerta,Regimen
2020-06-01,-0.6065306560388186,0.9285932533181848,5.311366850155799,0.44796087483747565,0.832466777622043,0.8077704528555114,0.5538733301650249,0.6348114705502543,0.47293518977979554,1,3.0,3.0
2020-07-01,-0.5871094018100204,0.8209163282796531,4.028155432502044,0.33464939138929495,0.7236629409015816,0.7657166968785465,0.5919604182495094,0.6796110151103005,0.5043098213887183,1,3.0,3.0
2020-08-01,-0.536901591608443,0.542550031657697,2.6244897114836863,0.2107014254299813,0.47618031041215386,0.6209485036453501,0.6110313657737108,0.7008559414918312,0.5212067900555906,1,3.0,3.0
2020-09-01,-0.5700302011566678,0.7262244105073126,3.1319146520572088,0.25550859591177094,0.6320812475882043,0.6265148756167772,0.628876621233081,0.7202798545136988,0.5374733879524632,0,3.0,3.0
2020-10-01,-0.5009301258235334,0.3431140539799829,2.1360166827139495,0.16756776658557443,0.3080047965011012,0.46725983605893917,0.6349414518022414,0.7264182725860646,0.5434646310184181,0,2.0,2.0
2020-11-01,-0.5489184227993491,0.6091747416841593,3.283859821746284,0.26892581800268306,0.5411249569478641,0.5041923965034016,0.6426572365773489,0.7340479444226384,0.5512665287320593,0,2.0,2.0
2020-12-01,-0.537578744778141,0.5463043603037361,2.1153417994555785,0.16574211131170896,0.47019191050533066,0.4871921535043662,0.6490733599169913,0.7404843978085827,0.5576623220254,0,2.0,2.0
2021-01-01,-0.6065341685331332,0.9286127275798652,2.5306144914780657,0.20241195707619256,0.7833725734791308,0.6352823634917485,0.6652800189581827,0.7589282149480959,0.5716318229682695,0,3.0,3.0
2021-02-01,-0.5355825894332176,0.5352371106344602,1.658530355916635,0.12540426704739824,0.45327054191704785,0.5442764527043982,0.6735280367941369,0.7680250008161602,0.5790310727721135,0,2.0,2.0
2021-03-01,-0.5997179790609173,0.890821845786046,2.262264566311444,0.17871583990834886,0.7484006446105066,0.6463385486574524,0.6893038084160822,0.7856279002064482,0.592979716625716,0,3.0,3.0
2021-04-01,-0.5468426710829749,0.5976661872247259,5.018175902665038,0.42207121960474775,0.5625471937007303,0.6044428711790913,0.7009446952846188,0.7983836883986247,0.6035057021706127,0,3.0,3.0
2021-05-01,-0.5519476973022063,0.6259698960919327,3.727679899260362,0.3081164850084035,0.5623992138752268,0.5834210425271591,0.7106365534922001,0.8085339104722872,0.6127391965121131,0,3.0,3.0
2021-06-01,-0.5346545756648626,0.530091939895605,1.5407423288425222,0.11500322486792203,0.4470741968900684,0.5152476197086138,0.7154574701659699,0.8135971993075546,0.6173177410243853,0,2.0,2.0
2021-07-01,-0.5217538463646204,0.45856664881812315,1.15881061736899,0.08127748941421378,0.3831088169373413,0.44917821832297755,0.7180134778737564,0.8155621498177835,0.6204648059297291,0,1.0,2.0
2021-08-01,-0.575663087505318,0.7574547251908411,1.9822271976278274,0.1539876858178218,0.6367613173162373,0.5429697678196075,0.7236671366357517,0.8201751844741174,0.627159088797386,0,2.0,2.0
2021-09-01,-0.53051661839114,0.5071499347127165,1.2909577799187948,0.0929464870680568,0.4243092451837846,0.48363950650169607,0.7268513672142339,0.8231326308344833,0.6305701035939846,0,2.0,2.0
2021-10-01,-0.5589069120021991,0.6645537501906565,2.7831831754938663,0.2247145424994991,0.5765859086524251,0.5301127075770606,0.7316368707941461,0.8270863473342523,0.6361873942540397,0,2.0,2.0
2021-11-01,-0.5245488009733671,0.47406266747616926,1.2993397433105303,0.09368664001016705,0.39798746198296886,0.46405008478001475,0.7325845712934222,0.8261171530015713,0.6390519895852731,0,2.0,2.0
