Fecha,RIN_Millones_USD,Tipo_Cambio_PEN,IPC_Indice,PBI_Mensual_Indice,Exportaciones_MM,M2_Soles_MM
2023-02-01,73884.52116207,3.840875,0.29452251053137,162.841888132096,5024.97789880977,435419.277454176
2023-03-01,72734.40662904,3.77960869565217,1.25348677152025,173.026169543559,6122.13401744277,435249.844838599
2023-04-01,74591.31777633,3.76561111111111,0.556251880069387,172.605671856828,5607.16079569846,433538.606648858
2023-05-01,76243.91192967,3.68870454545455,0.31786146413237,177.880969391299,4983.99910443422,434278.564223176
2023-06-01,72942.81177841,3.65104761904762,-0.152769746155551,177.279190090595,5599.04800159785,436952.713771342
2023-07-01,73274.55685414,3.6013,0.391066276983018,176.180609841662,5160.04219034275,445113.088863166
2023-08-01,71852.70555556,3.69634090909091,0.376132603479856,179.138408486704,5493.34364039563,445398.381872684
2023-09-01,71233.7088886,3.72966666666667,0.0164026333286269,180.509118757011,5841.05097800492,445638.870134001
2023-10-01,71147.78735873,3.84440909090909,-0.322447443370826,181.753821190727,5943.00755255964,444725.826901008
2023-11-01,71751.297916,3.76188095238095,-0.163060842314584,181.676244998251,5969.31368350976,450744.025683294
2023-12-01,71033.01046251,3.73368421052632,0.405777961086682,195.472899773428,6506.09212920204,465328.098427438
2024-01-01,73327.46532753,3.73980952380952,0.0192113272793558,168.142817819896,5398.64892730984,468167.311497059
2024-02-01,73943.03283999,3.82730952380952,0.557510800936321,167.991616299724,5489.8234734058,469266.233860156
2024-03-01,73827.92839165,3.70955263157895,1.00938516188575,172.317298420265,5693.29066237749,468687.178387529
2024-04-01,74511.66988769,3.71315909090909,-0.0516715997229469,182.150540801596,5220.13563208543,466607.103611246
2024-05-01,73920.00259049,3.73097727272727,-0.0907064485030323,188.032481750801,6248.40055334802,478676.104798429
2024-06-01,71415.40097371,3.78463157894737,0.121741927959431,177.9361607481,6200.57803279103,481888.329780584
2024-07-01,74277.82892047,3.7644,0.236268738691571,184.740665371753,6884.52184163159,482259.05667419
2024-08-01,80771.26655196,3.741325,0.284170528141876,186.250706699538,6918.08664674675,484460.316876241
2024-09-01,80364.80297031,3.76821428571429,-0.237560474773851,186.809847954192,6885.65751998424,486375.271078671
2024-10-01,83309.07843405,3.75359090909091,-0.0931035230159262,188.716998046233,6518.75026442089,490892.648175081
2024-11-01,83227.78365261,3.77885,0.0941530377317251,189.637310461874,7865.17341227742,492557.314990069
2024-12-01,78986.65285034,3.73489473684211,0.105667996950954,205.37599113004,7070.75290555821,499461.56812362
2025-01-01,81595.88199155,3.74775,-0.0933179134509413,175.562322917318,7151.75455213197,496826.247129676
2025-02-01,83660.87280949,3.6977,0.188012094871704,172.912645214424,6501.54369228329,494642.927954596
2025-03-01,81016.10339545,3.65259523809524,0.810159321766145,180.579290757801,7182.0470509855,492394.833283119
2025-04-01,84469.44329028,3.6997,0.31806633832046,184.678423522052,6171.01962563659,489585.012457273
2025-05-01,85957.3926635,3.66014285714286,-0.0564746187563057,192.371552384542,6777.69405987123,500636.729439675
2025-06-01,85263.33018393,3.60390476190476,0.128679643778829,186.649036980275,7216.35741500216,501483.311844835
2025-07-01,87480.01881687,3.5562,0.231431002364371,191.349057879541,7531.77151294704,513085.606030224
2025-08-01,87752.81892101,3.5432,-0.29025398690341,192.339337914088,7913.34089178105,516153.852176542
2025-09-01,85148.22530528,3.50281818181818,0.0111517897177685,195.126983107635,8881.51797713915,520987.904396328
2025-10-01,89960.76524049,3.41409090909091,-0.0996274056654658,196.384071140248,9620.01128662037,525748.900702141
2025-11-01,90898.18358352,3.37285,0.110781919406383,192.615787678937,8689.99619653996,534918.802279118
2025-12-01,90214.4842999,3.36673684210526,0.244108583947482,213.246348413478,9441.12631747388,550978.611985871
2026-01-01,95072.12770141,3.35675,0.0957671016980487,181.775948700275,9792.86956898779,556839.497218707
2026-02-01,97294.87358982,3.356975,0.693626297343638,179.270575480127,8988.33323443178,566608.957698514
2026-03-01,94716.37835515,3.44677272727273,2.37869353004195,179.270575480127,8988.33323443178,566608.957698514
